samples,data,cell.type,condition,duration,Gene,quantile
GSE101526_HCT116_1% O2_24h,GSE101526,HCT116,1% O2,24h,NT5C3A,0.010759887140739324
GSE101526_HCT116_1% O2_24h,GSE101526,HCT116,1% O2,24h,OSGIN1,0.9879967481229974
GSE101526_HCT116_1% O2_24h,GSE101526,HCT116,1% O2,24h,OVCH2,NA
GSE101526_HCT116_1% O2_24h,GSE101526,HCT116,1% O2,24h,P4HA3,0.47209602601501605
GSE101526_HCT116_1% O2_24h,GSE101526,HCT116,1% O2,24h,PCCA,0.22031466692171583
GSE101526_HCT116_1% O2_24h,GSE101526,HCT116,1% O2,24h,PCCB,0.07670603988331501
GSE101526_HCT116_1% O2_24h,GSE101526,HCT116,1% O2,24h,PCK2,0.11022906604179618
GSE101526_HCT116_1% O2_24h,GSE101526,HCT116,1% O2,24h,PHGDH,0.23040504997369807
GSE101526_HCT116_1% O2_24h,GSE101526,HCT116,1% O2,24h,PHYH,0.4774520587250729
GSE101526_HCT116_1% O2_24h,GSE101526,HCT116,1% O2,24h,PNPO,0.09913442685667831
GSE101526_HCT116_1% O2_24h,GSE101526,HCT116,1% O2,24h,PSAT1,0.009181770360097556
GSE101526_HCT116_1% O2_24h,GSE101526,HCT116,1% O2,24h,PSPH,0.09755631007603653
GSE101526_HCT116_1% O2_24h,GSE101526,HCT116,1% O2,24h,RNF26,0.2645019367796853
GSE101526_HCT116_1% O2_24h,GSE101526,HCT116,1% O2,24h,SBK1,0.45870594423987376
GSE101526_HCT116_1% O2_24h,GSE101526,HCT116,1% O2,24h,SDHA,0.27750944478982353
GSE101526_HCT116_1% O2_24h,GSE101526,HCT116,1% O2,24h,SFTPD,0.610635550667113
GSE101526_HCT116_1% O2_24h,GSE101526,HCT116,1% O2,24h,SLC25A10,0.01740710630768495
GSE101526_HCT116_1% O2_24h,GSE101526,HCT116,1% O2,24h,SLC26A10,0.7083831476256516
GSE101526_HCT116_1% O2_24h,GSE101526,HCT116,1% O2,24h,SLC7A6,0.2572330352446081
GSE101526_HCT116_1% O2_24h,GSE101526,HCT116,1% O2,24h,SQOR,0.7451102290660419
GSE101526_HCT116_1% O2_24h,GSE101526,HCT116,1% O2,24h,TDRD15,NA
GSE101526_HCT116_1% O2_24h,GSE101526,HCT116,1% O2,24h,TMLHE,0.9311367222992684
GSE101526_HCT116_1% O2_24h,GSE101526,HCT116,1% O2,24h,TPI1,0.9393142365262303
GSE101526_HCT116_1% O2_24h,GSE101526,HCT116,1% O2,24h,TST,0.012577112524508632
GSE101526_HCT116_1% O2_24h,GSE101526,HCT116,1% O2,24h,UNKL,0.9493089761369614
GSE101526_HCT116_1% O2_24h,GSE101526,HCT116,1% O2,24h,WNT4,0.7938405623834346
GSE101526_HCT116_1% O2_24h,GSE101526,HCT116,1% O2,24h,ZACN,0.3309741284491416
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,ACSF3,0.49649834131957243
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,ACSS2,0.08648175451529672
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,ADAM11,0.4716642093623295
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,ALDOA,0.9812937707335053
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,ATXN1L,0.8002211573903428
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,BAZ2B,0.6766955399926281
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,BTBD17,NA
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,CBS,0.18379100626612607
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,CDO1,0.4048562476962772
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,CLUAP1,0.7521194249907851
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,COLQ,0.48253778105418355
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,CRISP2,NA
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,CTSB,0.8787781054183561
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,DRAM2,0.30634906008109103
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,DUSP11,0.820217471433837
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,EEF2K,0.7157206044968669
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,EGLN2,0.19623110947290823
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,ENDOU,NA
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,ENO4,0.33196645779579803
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,ETHE1,0.2601363803907114
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,FAM162B,NA
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,FAXC,0.1148175451529672
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,FRY,0.8737099152230003
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,FUT5,NA
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,GALE,0.9255897530409141
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,GAPDH,0.9884353114633248
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,GBE1,0.9894028750460745
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,GLUL,0.9488112790269074
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,HAO2,NA
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,HDAC3,0.8761518614080354
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,HIGD2B,0.5875414670106893
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,HPGDS,NA
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,KATNAL1,0.2984242535938076
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,KDM1A,0.09284002948765205
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,KDM4A,0.20669001105786952
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,KMT5A,0.13168079616660525
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,LDHA,0.9894489495023959
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,LMF1,0.8952266863251014
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,LPGAT1,0.16725027644673793
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,MARCO,0.7385735348322889
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,MCEE,0.13467563582749723
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,MDH1,0.22323074087725764
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,MDH2,0.10933468485071876
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,NADK2,0.1539808330261703
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,NDRG1,0.9979266494655363
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,NFE2L1,0.9710652414301512
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,NFYA,0.8005897530409141
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,NR5A2,0.7820217471433837
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,NT5C3A,0.044600073719130114
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,OSGIN1,0.795475488389237
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,OVCH2,NA
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,P4HA3,0.7824364172502765
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,PCCA,0.11025617397714707
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,PCCB,0.0786490969406561
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,PCK2,0.6562845558422411
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,PHGDH,0.027506450423885
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,PHYH,0.7624861776631036
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,PNPO,0.09680243273129377
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,PSAT1,0.0022115739034279398
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,PSPH,0.021194249907851088
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,RNF26,0.29413932915591595
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,SBK1,0.4551695539992628
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,SDHA,0.0899834131957243
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,SFTPD,NA
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,SLC25A10,0.026078142277921122
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,SLC26A10,NA
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,SLC7A6,0.08454662734979727
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,SQOR,0.11205307777368227
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,TDRD15,NA
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,TMLHE,0.8448673055657944
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,TPI1,0.9864080353851824
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,TST,0.24497788426096573
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,UNKL,0.19738297088094361
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,WNT4,0.4375230372281607
GSE104193_MCF10A_0.5% O2_24h,GSE104193,MCF10A,0.5% O2,24h,ZACN,0.8526538886841135
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,ACSF3,0.2095889878290625
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,ACSS2,0.03414084068903838
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,ADAM11,0.6912548119920675
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,ALDOA,0.9964614846210678
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,ATXN1L,0.16588249018159193
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,BAZ2B,0.14216277170743088
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,BTBD17,0.4512968075592021
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,CBS,0.4807325893377921
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,CDO1,0.25403429637982655
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,CLUAP1,0.033052066726290005
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,COLQ,0.539993000738811
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,CRISP2,0.4807325893377921
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,CTSB,0.9731306139907454
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,DRAM2,0.8087257456157405
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,DUSP11,0.6366994595014971
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,EEF2K,0.7825562857253957
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,EGLN2,0.17739238635921764
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,ENDOU,0.5226503869036047
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,ENO4,0.7029202473072287
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,ETHE1,0.8839289186141462
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,FAM162B,0.4512968075592021
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,FAXC,0.1561224093012404
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,FRY,0.4929424116343275
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,FUT5,0.6576583582844033
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,GALE,0.8955943539293074
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,GAPDH,0.9896566473538905
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,GBE1,0.9958782128553098
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,GLUL,0.9842127775401486
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,HAO2,0.4181669712641443
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,HDAC3,0.05506085468756076
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,HIGD2B,0.520433954193724
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,HPGDS,0.4181669712641443
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,KATNAL1,0.20048994828323677
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,KDM1A,0.37228292569117705
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,KDM4A,0.843760936345608
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,KMT5A,0.8671695765446981
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,LDHA,0.9980168759964226
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,LMF1,0.7864836489481666
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,LPGAT1,0.11261033557568924
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,MARCO,0.520433954193724
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,MCEE,0.13041956682350198
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,MDH1,0.8702803592954077
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,MDH2,0.061943461523505855
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,NADK2,0.15017303729050824
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,NDRG1,0.999105649959171
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,NFE2L1,0.8362172881751371
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,NFYA,0.8068203911809309
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,NR5A2,0.23571956293502352
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,NT5C3A,0.13123614729556324
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,OSGIN1,0.9364622623167554
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,OVCH2,0.7936773340591826
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,P4HA3,0.24229109149589764
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,PCCA,0.8851732317144302
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,PCCB,0.016603802931912742
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,PCK2,0.3917253178831123
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,PHGDH,0.8544931368355563
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,PHYH,0.7762180658708248
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,PNPO,0.11249368122253763
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,PSAT1,0.04755609130147374
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,PSPH,0.8795349379787689
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,RNF26,0.8541042889917175
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,SBK1,0.6202511957071198
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,SDHA,0.8829567990045495
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,SFTPD,0.27413772990628765
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,SLC25A10,0.07543648170470894
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,SLC26A10,0.32737099972780653
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,SLC7A6,0.10413345258000545
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,SQOR,0.015048411556557919
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,TDRD15,0.40984562740599606
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,TMLHE,0.1434459695920986
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,TPI1,0.9930007388109033
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,TST,0.9851071275809775
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,UNKL,0.20220087879612708
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,WNT4,0.6865108682972353
GSE104193_MDA-MB-231_0.5% O2_24h,GSE104193,MDA-MB-231,0.5% O2,24h,ZACN,0.2955243613174165
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,ACSF3,0.8237802219099762
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,ACSS2,0.943892630456902
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,ADAM11,0.689422937157808
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,ALDOA,0.9896797325451815
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,ATXN1L,0.18683075730413296
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,BAZ2B,0.173990987935462
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,BTBD17,NA
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,CBS,0.4740539754833083
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,CDO1,0.6225107805610737
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,CLUAP1,0.9263530209796986
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,COLQ,0.7423809293085906
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,CRISP2,NA
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,CTSB,0.914094675129609
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,DRAM2,0.9476718833276806
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,DUSP11,0.774892194389263
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,EEF2K,0.6730946266776491
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,EGLN2,0.13178933087843403
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,ENDOU,NA
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,ENO4,0.5451814525897573
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,ETHE1,0.8947623431367799
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,FAM162B,0.4880081399292601
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,FAXC,0.2853820437036678
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,FRY,0.3260332380444789
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,FUT5,NA
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,GALE,0.6233829158389457
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,GAPDH,0.9846407287174767
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,GBE1,0.9825572944425602
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,GLUL,0.740103687194147
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,HAO2,NA
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,HDAC3,0.8506710596443626
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,HIGD2B,0.39270313484180436
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,HPGDS,0.46969329909394836
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,KATNAL1,0.8685013808808566
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,KDM1A,0.317311885265759
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,KDM4A,0.1657057027956781
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,KMT5A,0.1341634769126411
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,LDHA,0.9932167256165512
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,LMF1,0.7764426571054799
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,LPGAT1,0.21323707543970152
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,MARCO,NA
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,MCEE,0.9347352100392461
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,MDH1,0.7181064974078202
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,MDH2,0.7077862299530016
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,NADK2,0.5578274141189011
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,NDRG1,0.9943311206938321
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,NFE2L1,0.8463103832550026
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,NFYA,0.04443044721158971
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,NR5A2,0.13280682203595134
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,NT5C3A,0.3825766752265129
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,OSGIN1,0.13382431319346869
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,OVCH2,NA
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,P4HA3,0.8570667183487573
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,PCCA,0.8968457774116964
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,PCCB,0.1467125345220214
GSE107029_Endothelial cells_0.2% O2_12h,GSE107029,Endothelial cells,0.2% O2,12h,PCK2,0.9806192160472891
