samples,data,cell.type,condition,duration,Gene,quantile
E-MTAB-6087_HT1080_1% O2_24h,E-MTAB-6087,HT1080,1% O2,24h,UNKL,0.024260221368872827
E-MTAB-6087_HT1080_1% O2_24h,E-MTAB-6087,HT1080,1% O2,24h,WNT4,0.46266094420600856
E-MTAB-6087_HT1080_1% O2_24h,E-MTAB-6087,HT1080,1% O2,24h,ZACN,0.3175062118816354
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,ACSF3,0.2627426368404537
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,ACSS2,0.8414399067557269
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,ADAM11,0.16842246828349847
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,ALDOA,0.9899134800735195
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,ATXN1L,0.7314744250683642
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,BAZ2B,0.8802169722508629
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,BTBD17,0.3800600708297844
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,CBS,0.9641368180391805
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,CDO1,0.4849150490877303
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,CLUAP1,0.8854171336351818
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,COLQ,0.7776482718429193
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,CRISP2,NA
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,CTSB,0.24046263504729457
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,DRAM2,0.9247769758371811
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,DUSP11,0.05975702694221545
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,EEF2K,0.891513874568521
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,EGLN2,0.18702649392567355
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,ENDOU,0.5530102658358362
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,ENO4,0.775406822970368
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,ETHE1,0.16694311202761464
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,FAM162B,0.3928363294033263
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,FAXC,0.2636840453669252
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,FRY,0.5530102658358362
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,FUT5,0.557851795400547
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,GALE,0.1826780831129242
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,GAPDH,0.9470569776303402
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,GBE1,0.9914376653068544
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,GLUL,0.22580355942080962
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,HAO2,0.648316671896714
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,HDAC3,0.8650647778724168
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,HIGD2B,0.5532792397005424
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,HPGDS,NA
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,KATNAL1,0.9092213206616757
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,KDM1A,0.13968709373739185
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,KDM4A,0.839736405612588
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,KMT5A,0.7412919711301386
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,LDHA,0.9896893351862645
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,LMF1,0.9556193123234858
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,LPGAT1,0.7611063791634913
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,MARCO,0.3870982202895952
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,MCEE,0.17608822342762362
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,MDH1,0.12955574483346036
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,MDH2,0.18886448200116554
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,NADK2,0.7749137042184068
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,NDRG1,0.9987896176088223
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,NFE2L1,0.8974761285695073
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,NFYA,0.24113506970905993
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,NR5A2,0.3012507284708836
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,NT5C3A,0.059622540009862376
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,OSGIN1,0.02030752678531403
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,OVCH2,NA
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,P4HA3,0.3042094409826512
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,PCCA,0.9279598332362039
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,PCCB,0.12041063343345139
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,PCK2,0.988837584614695
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,PHGDH,0.9227148428744341
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,PHYH,0.2671358766306541
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,PNPO,0.16640516429820235
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,PSAT1,0.907876451338145
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,PSPH,0.6956560720849957
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,RNF26,0.2858743892051822
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,SBK1,0.8842067512440042
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,SDHA,0.33787600304837045
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,SFTPD,0.8678441744743802
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,SLC25A10,0.20926166674138164
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,SLC26A10,0.926525305957771
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,SLC7A6,0.11955888286188192
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,SQOR,0.15645313130407495
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,TDRD15,NA
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,TMLHE,0.3327654996189537
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,TPI1,0.8116286367507957
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,TST,0.17806069843546868
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,UNKL,0.8785583000851751
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,WNT4,0.22903124579728337
E-MTAB-6087_SKUT1_1% O2_24h,E-MTAB-6087,SKUT1,1% O2,24h,ZACN,0.17393643250997445
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,ACSF3,0.7369893428063943
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,ACSS2,0.1969804618117229
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,ADAM11,0.2325044404973357
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,ALDOA,0.9876554174067496
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,ATXN1L,0.7357904085257548
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,BAZ2B,0.18046181172291298
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,BTBD17,0.45044404973357016
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,CBS,0.21492007104795738
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,CDO1,0.006438721136767318
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,CLUAP1,0.05852575488454707
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,COLQ,0.2896092362344583
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,CRISP2,NA
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,CTSB,0.9201154529307283
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,DRAM2,0.7106571936056838
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,DUSP11,0.3178507992895204
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,EEF2K,0.8729129662522203
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,EGLN2,0.7630550621669627
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,ENDOU,0.5702930728241563
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,ENO4,0.8509325044404973
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,ETHE1,0.8137211367673179
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,FAM162B,0.7245559502664298
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,FAXC,0.019449378330373003
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,FRY,0.10399644760213143
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,FUT5,NA
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,GALE,0.9188721136767318
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,GAPDH,0.9743339253996448
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,GBE1,0.988721136767318
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,GLUL,0.46398756660746004
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,HAO2,NA
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,HDAC3,0.9322824156305506
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,HIGD2B,0.5932504440497336
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,HPGDS,NA
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,KATNAL1,0.3598134991119005
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,KDM1A,0.7830817051509769
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,KDM4A,0.2949822380106572
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,KMT5A,0.1358348134991119
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,LDHA,0.9960035523978685
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,LMF1,0.963632326820604
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,LPGAT1,0.09933392539964477
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,MARCO,NA
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,MCEE,0.9059946714031971
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,MDH1,0.17238010657193606
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,MDH2,0.780461811722913
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,NADK2,0.4819715808170515
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,NDRG1,0.9984902309058614
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,NFE2L1,0.8966252220248668
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,NFYA,0.11998223801065719
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,NR5A2,0.24449378330373
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,NT5C3A,0.02766429840142096
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,OSGIN1,0.002220248667850799
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,OVCH2,NA
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,P4HA3,0.8577264653641208
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,PCCA,0.06580817051509769
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,PCCB,0.25097690941385437
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,PCK2,0.4438721136767318
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,PHGDH,0.16292184724689165
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,PHYH,0.04746891651865009
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,PNPO,0.06047957371225577
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,PSAT1,0.0037300177619893427
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,PSPH,0.10039964476021314
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,RNF26,0.5977797513321492
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,SBK1,0.8338365896980462
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,SDHA,0.6550177619893428
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,SFTPD,0.8337921847246892
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,SLC25A10,0.4955150976909414
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,SLC26A10,0.31984902309058616
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,SLC7A6,0.31376554174067495
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,SQOR,0.1578152753108348
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,TDRD15,NA
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,TMLHE,0.7451154529307282
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,TPI1,0.9862788632326821
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,TST,0.7935612788632327
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,UNKL,0.14373889875666074
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,WNT4,0.7866341030195382
E-MTAB-6087_SNF96.2_1% O2_24h,E-MTAB-6087,SNF96.2,1% O2,24h,ZACN,0.266696269982238
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,ACSF3,0.10477650985521628
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,ACSS2,0.9465066979387489
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,ADAM11,0.9680212890713094
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,ALDOA,0.9705922150557034
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,ATXN1L,0.7339317125975373
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,BAZ2B,0.5187858012719319
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,BTBD17,0.6315006089035227
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,CBS,0.8015876595552749
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,CDO1,0.618330251229083
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,CLUAP1,0.08759189932795093
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,COLQ,0.26769203012944837
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,CRISP2,NA
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,CTSB,0.9552117631139777
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,DRAM2,0.9198953588020387
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,DUSP11,0.8358215687158901
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,EEF2K,0.6772360290469532
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,EGLN2,0.20143430607550403
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,ENDOU,0.17319922421180822
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,ENO4,0.3846466104370574
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,ETHE1,0.6320418564791845
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,FAM162B,0.4151819944973163
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,FAXC,0.15335347977087185
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,FRY,0.8577871994948356
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,FUT5,NA
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,GALE,0.23742726985702042
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,GAPDH,0.9783049930088855
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,GBE1,0.9866492264670065
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,GLUL,0.9841234044472509
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,HAO2,0.6436335753912769
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,HDAC3,0.954129267962654
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,HIGD2B,0.36331243516305084
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,HPGDS,NA
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,KATNAL1,0.8737991069415002
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,KDM1A,0.13765730007667673
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,KDM4A,0.2075684452663389
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,KMT5A,0.7452979116864372
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,LDHA,0.9557079067250012
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,LMF1,0.9038383473907357
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,LPGAT1,0.046186459789815525
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,MARCO,0.847277975734067
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,MCEE,0.920842542059447
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,MDH1,0.5118397907176041
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,MDH2,0.32384646610437057
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,NADK2,0.512381038293266
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,NDRG1,0.9986919850254837
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,NFE2L1,0.9500699111451897
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,NFYA,0.8836768751973298
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,NR5A2,0.8889540390600333
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,NT5C3A,0.04397636552252943
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,OSGIN1,0.8383022867710072
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,OVCH2,0.4516259979252176
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,P4HA3,0.43390013982229036
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,PCCA,0.6281629155202743
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,PCCB,0.17802534842812684
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,PCK2,0.4412520860583645
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,PHGDH,0.3138333859546254
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,PHYH,0.09539488521041
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,PNPO,0.07099364034098597
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,PSAT1,0.7672184385007442
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,PSPH,0.04262324658337468
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,RNF26,0.8499842136123765
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,SBK1,0.5245591087456587
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,SDHA,0.8188173740471787
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,SFTPD,NA
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,SLC25A10,0.04781020251680123
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,SLC26A10,0.8634251950746471
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,SLC7A6,0.10089756889630598
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,SQOR,0.749853412114925
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,TDRD15,NA
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,TMLHE,0.9246312750890804
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,TPI1,0.9078977042081999
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,TST,0.06043931261557891
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,UNKL,0.9440259798836318
E-MTAB-6087_SW684_1% O2_24h,E-MTAB-6087,SW684,1% O2,24h,WNT4,0.5827883270939516
