Gene,pvalue
WBGene00006843,1
WBGene00002978,1
WBGene00014199,1
WBGene00013593,1
WBGene00022832,1
WBGene00003688,1
WBGene00016277,1
WBGene00020835,1
WBGene00010556,1
WBGene00194935,1
WBGene00006893,1
WBGene00013678,1
WBGene00003083,1
WBGene00017686,1
WBGene00003157,1
WBGene00235143,1
WBGene00002198,1
WBGene00013907,1
WBGene00015565,1
WBGene00011131,1
WBGene00002269,1
WBGene00004317,1
WBGene00017098,1
WBGene00077643,1
WBGene00015110,1
WBGene00009118,1
WBGene00019321,1
WBGene00017831,1
WBGene00012953,1
WBGene00017989,1
WBGene00077577,1
WBGene00008062,1
WBGene00044964,1
WBGene00195093,1
WBGene00010898,1
WBGene00002196,1
WBGene00009286,1
WBGene00008191,1
WBGene00003715,1
WBGene00008791,1
WBGene00011437,1
WBGene00021564,1
WBGene00005011,1
WBGene00013055,1
WBGene00008392,1
WBGene00003393,1
WBGene00016209,1
WBGene00013672,1
WBGene00219425,1
WBGene00008275,1
WBGene00022377,1
WBGene00022331,1
WBGene00022008,1
WBGene00045148,1
WBGene00167714,1
WBGene00018693,1
WBGene00004452,1
WBGene00010661,1
WBGene00000905,1
WBGene00020515,1
WBGene00017064,1
WBGene00019633,1
WBGene00009010,1
WBGene00004469,1
WBGene00018748,1
WBGene00008559,1
WBGene00019006,1
WBGene00044280,1
WBGene00007745,1
WBGene00017679,1
WBGene00022686,1
WBGene00020313,1
WBGene00011824,1
WBGene00011756,1
WBGene00007689,1
WBGene00016162,1
WBGene00009204,1
WBGene00003969,1
WBGene00009063,1
WBGene00008439,1
WBGene00018681,1
WBGene00014472,1
WBGene00018367,1
WBGene00019125,1
WBGene00019432,1
WBGene00010215,1
WBGene00020943,1
WBGene00012696,1
WBGene00020146,1
WBGene00010741,1
WBGene00020084,1
WBGene00017255,1
WBGene00021109,1
WBGene00005069,1
WBGene00001963,1
WBGene00013603,1
WBGene00022376,1
WBGene00020158,1
WBGene00016156,1
WBGene00001520,1
WBGene00021939,1
WBGene00008370,1
WBGene00015582,1
WBGene00016679,1
WBGene00200057,1
WBGene00001037,1
WBGene00007224,1
WBGene00017294,1
WBGene00013339,1
WBGene00003029,1
WBGene00022158,1
WBGene00011439,1
WBGene00001953,1
WBGene00008710,1
WBGene00019260,1
WBGene00014020,1
WBGene00018242,1
WBGene00013235,1
WBGene00010793,1
WBGene00017241,1
WBGene00013827,1
WBGene00007116,1
WBGene00013834,1
WBGene00173766,1
WBGene00001651,1
WBGene00009323,1
WBGene00015686,1
WBGene00016322,1
WBGene00019505,1
WBGene00010551,1
WBGene00010611,1
WBGene00138720,1
WBGene00015543,1
WBGene00006779,1
WBGene00022710,1
WBGene00010434,1
WBGene00006470,1
WBGene00017653,1
WBGene00010965,1
WBGene00016014,1
WBGene00044648,1
WBGene00019683,1
WBGene00017870,1
WBGene00003929,1
WBGene00004190,1
WBGene00005475,1
WBGene00015499,1
WBGene00003523,1
WBGene00005713,1
WBGene00003859,1
WBGene00077570,1
WBGene00021021,1
WBGene00017394,1
WBGene00002235,1
WBGene00018349,1
WBGene00013850,1
WBGene00002135,1
WBGene00220140,1
WBGene00044444,1
WBGene00006520,1
WBGene00016366,1
WBGene00011600,1
WBGene00014096,1
WBGene00077673,1
WBGene00002335,1
WBGene00021736,1
WBGene00003848,1
WBGene00017003,1
WBGene00003962,1
WBGene00022794,1
WBGene00006651,1
WBGene00007538,1
WBGene00007608,1
WBGene00005840,1
WBGene00021729,1
WBGene00011997,1
WBGene00012867,1
WBGene00003246,1
WBGene00001677,1
WBGene00008386,1
WBGene00021722,1
WBGene00019117,1
WBGene00003243,1
WBGene00015674,1
WBGene00020954,1
WBGene00017600,1
WBGene00021840,1
WBGene00195499,1
WBGene00001447,1
WBGene00015430,1
WBGene00007435,1
WBGene00013027,1
WBGene00017900,1
WBGene00011318,1
WBGene00043995,1
WBGene00001857,1
WBGene00004044,1
WBGene00012652,1
WBGene00009448,1
WBGene00006710,1
WBGene00015944,1
WBGene00185077,1
WBGene00007980,1
WBGene00004826,1
WBGene00022719,1
WBGene00014814,1
WBGene00201820,1
WBGene00044587,1
WBGene00020422,1
WBGene00011000,1
WBGene00004347,1
WBGene00043052,1
WBGene00019095,1
WBGene00000508,1
WBGene00012933,1
WBGene00003898,1
WBGene00013795,1
WBGene00017347,1
WBGene00017099,1
WBGene00004413,1
WBGene00013819,1
WBGene00194711,1
WBGene00008101,1
WBGene00009219,1
WBGene00007825,1
WBGene00194654,1
WBGene00220142,1
WBGene00219695,1
WBGene00010258,1
WBGene00220254,1
WBGene00011001,1
WBGene00004307,1
WBGene00007679,1
WBGene00001046,1
WBGene00007652,1
WBGene00023404,1
WBGene00013241,1
WBGene00001617,1
WBGene00022121,1
WBGene00000779,1
WBGene00017464,1
WBGene00021914,1
WBGene00007430,1
WBGene00010141,1
WBGene00007929,1
WBGene00004985,1
WBGene00016652,1
WBGene00015232,1
WBGene00047270,1
WBGene00003582,1
WBGene00018165,1
WBGene00020402,1
WBGene00010007,1
WBGene00007885,1
WBGene00003815,1
WBGene00021009,1
WBGene00010685,1
WBGene00000794,1
WBGene00011579,1
WBGene00044937,1
WBGene00002131,1
WBGene00017765,1
WBGene00017122,1
WBGene00016099,1
WBGene00019741,1
WBGene00007306,1
WBGene00219287,1
WBGene00008433,1
WBGene00012126,1
WBGene00012802,1
WBGene00009377,1
WBGene00012469,1
WBGene00011804,1
WBGene00001044,1
WBGene00021833,1
WBGene00016983,1
WBGene00018890,1
WBGene00004679,1
WBGene00020302,1
WBGene00010942,1
WBGene00007921,1
WBGene00010047,1
WBGene00021473,1
WBGene00006059,1
WBGene00005408,1
WBGene00013561,1
WBGene00016626,1
WBGene00016511,1
WBGene00044650,1
WBGene00086558,1
WBGene00006580,1
WBGene00015916,1
WBGene00014883,1
WBGene00194892,1
WBGene00012056,1
WBGene00003998,1
WBGene00003474,1
WBGene00195427,1
WBGene00019241,1
WBGene00005263,1
WBGene00019746,1
WBGene00003000,1
WBGene00206459,1
WBGene00050911,1
WBGene00020208,1
WBGene00198670,1
WBGene00009666,1
WBGene00044483,1
WBGene00195884,1
WBGene00015249,1
WBGene00012733,1
WBGene00011235,1
WBGene00014021,1
WBGene00011657,1
WBGene00002003,1
WBGene00023492,1
WBGene00008136,1
WBGene00019710,1
WBGene00022470,1
WBGene00000134,1
WBGene00017097,1
WBGene00007594,1
WBGene00006025,1
WBGene00044482,1
WBGene00010136,1
WBGene00001597,1
WBGene00001485,1
WBGene00006440,1
WBGene00015357,1
WBGene00219690,1
WBGene00001086,1
WBGene00018732,1
WBGene00003171,1
WBGene00008561,1
WBGene00006836,1
WBGene00043156,1
WBGene00000549,1
WBGene00023391,1
WBGene00020781,1
WBGene00013903,1
WBGene00009599,1
WBGene00018153,1
WBGene00044997,1
WBGene00006389,1
WBGene00194647,1
WBGene00012673,1
WBGene00021200,1
WBGene00004393,1
WBGene00001672,1
WBGene00018046,1
WBGene00194928,1
WBGene00077591,1
WBGene00013034,1
WBGene00020820,1
WBGene00169029,1
WBGene00020690,1
WBGene00013691,1
WBGene00018317,1
WBGene00011214,1
WBGene00006503,1
WBGene00019870,1
WBGene00018199,1
WBGene00020413,1
WBGene00022838,1
WBGene00004978,1
WBGene00012072,1
WBGene00007285,1
WBGene00017999,1
WBGene00220047,1
WBGene00003063,1
WBGene00007732,1
WBGene00004191,1
WBGene00007973,1
WBGene00004480,1
WBGene00006051,1
WBGene00007912,1
WBGene00015311,1
WBGene00002845,1
WBGene00013332,1
WBGene00015611,1
WBGene00007799,1
WBGene00008200,1
WBGene00022252,1
WBGene00017100,1
WBGene00009336,1
WBGene00010054,1
WBGene00013159,1
WBGene00013485,1
WBGene00020906,1
WBGene00021103,1
WBGene00006812,1
WBGene00009273,1
WBGene00077761,1
WBGene00010971,1
WBGene00003668,1
WBGene00018301,1
WBGene00020471,1
WBGene00020851,1
WBGene00019950,1
WBGene00005014,1
WBGene00007585,1
WBGene00219997,1
WBGene00013583,1
WBGene00009727,1
WBGene00006655,1
WBGene00001995,1
WBGene00021034,1
WBGene00018130,1
WBGene00021214,1
WBGene00000452,1
WBGene00001061,1
WBGene00004930,1
WBGene00000987,1
WBGene00015003,1
WBGene00003170,1
WBGene00200798,1
WBGene00021548,1
WBGene00017967,1
WBGene00004459,1
WBGene00001497,1
WBGene00018508,1
WBGene00006439,1
WBGene00006701,1
WBGene00018680,1
WBGene00006643,1
WBGene00012504,1
WBGene00021076,1
WBGene00007971,1
WBGene00019149,1
WBGene00011682,1
WBGene00020831,1
WBGene00022549,1
WBGene00001744,1
WBGene00008366,1
WBGene00020045,1
WBGene00005147,1
WBGene00008088,1
WBGene00000448,1
WBGene00012087,1
WBGene00011117,1
WBGene00016342,1
WBGene00004249,1
WBGene00000168,1
WBGene00008352,1
WBGene00022731,1
WBGene00000529,1
WBGene00008729,1
WBGene00005533,1
WBGene00021558,1
WBGene00016542,1
WBGene00006388,1
WBGene00021277,1
WBGene00005146,1
WBGene00001507,1
WBGene00012197,1
WBGene00047867,1
WBGene00010901,1
WBGene00011186,1
WBGene00004328,1
WBGene00000907,1
WBGene00006724,1
WBGene00008279,1
WBGene00008948,1
WBGene00020155,1
WBGene00001747,1
WBGene00021897,1
WBGene00011315,1
WBGene00004782,1
WBGene00016139,1
WBGene00014004,1
WBGene00002252,1
WBGene00000566,1
WBGene00044069,1
WBGene00009000,1
WBGene00019316,1
WBGene00007394,1
WBGene00219271,1
WBGene00017444,1
WBGene00014904,1
WBGene00012243,1
WBGene00010717,1
WBGene00009452,1
WBGene00219780,1
WBGene00019062,1
WBGene00018192,1
WBGene00013196,1
WBGene00021396,1
WBGene00008706,1
WBGene00004682,1
WBGene00003001,1
WBGene00006535,1
WBGene00013964,1
WBGene00044538,1
WBGene00015284,1
WBGene00022605,1
WBGene00001491,1
WBGene00013710,1
WBGene00017353,1
WBGene00008722,1
WBGene00045456,1
WBGene00001483,1
WBGene00009231,1
WBGene00010643,1
WBGene00010612,1
WBGene00021831,1
WBGene00003793,1
WBGene00003757,1
WBGene00003904,1
WBGene00015185,1
WBGene00022143,1
WBGene00018054,1
WBGene00011460,1
WBGene00011309,1
WBGene00010384,1
WBGene00009668,1
WBGene00013698,1
WBGene00018594,1
WBGene00009675,1
WBGene00235364,1
WBGene00011607,1
WBGene00235338,1
WBGene00019467,1
WBGene00011368,1
WBGene00022748,1
WBGene00009584,1
WBGene00001131,1
WBGene00021930,1
WBGene00019350,1
WBGene00019219,1
WBGene00019582,1
WBGene00006676,1
WBGene00006767,1
WBGene00007860,1
WBGene00010263,1
WBGene00002245,1
WBGene00019055,1
WBGene00012040,1
WBGene00011399,1
WBGene00021325,1
WBGene00005007,1
WBGene00016958,1
WBGene00011238,1
WBGene00005333,1
WBGene00017161,1
WBGene00010731,1
WBGene00004777,1
WBGene00013612,1
WBGene00019162,1
WBGene00002100,1
WBGene00045056,1
WBGene00019978,1
WBGene00004458,1
WBGene00015530,1
WBGene00010419,1
WBGene00004825,1
WBGene00018363,1
WBGene00012462,1
WBGene00022393,1
WBGene00004359,1
WBGene00022449,1
WBGene00001438,1
WBGene00006122,1
WBGene00000249,1
WBGene00007526,1
WBGene00000089,1
WBGene00219736,1
WBGene00018035,1
WBGene00007952,1
WBGene00004284,1
WBGene00010845,1
WBGene00006688,1
WBGene00014613,1
WBGene00004100,1
WBGene00011124,1
WBGene00016044,1
WBGene00003650,1
WBGene00021041,1
WBGene00011811,1
WBGene00007045,1
WBGene00021562,1
WBGene00001162,1
WBGene00018730,1
WBGene00011803,1
WBGene00008882,1
WBGene00004126,1
WBGene00044744,1
WBGene00001437,1
WBGene00011020,1
WBGene00007145,1
WBGene00004732,1
WBGene00009897,1
WBGene00021185,1
WBGene00020586,1
WBGene00015096,1
WBGene00010988,1
WBGene00013321,1
WBGene00005380,1
WBGene00015454,1
WBGene00014998,1
WBGene00016438,1
WBGene00017348,1
WBGene00015885,1
WBGene00009099,1
WBGene00018773,1
WBGene00015034,1
WBGene00010744,1
WBGene00007201,1
WBGene00018717,1
WBGene00017615,1
WBGene00019934,1
WBGene00017539,1
WBGene00044792,1
WBGene00018837,1
WBGene00004980,1
WBGene00000500,1
WBGene00005006,1
WBGene00021540,1
WBGene00006563,1
WBGene00004497,1
WBGene00018569,1
WBGene00021460,1
WBGene00020510,1
WBGene00020277,1
WBGene00006960,1
WBGene00022426,1
WBGene00003902,1
WBGene00020738,1
WBGene00021637,1
WBGene00021497,1
WBGene00001841,1
WBGene00010875,1
WBGene00009006,1
WBGene00018991,1
WBGene00008754,1
WBGene00010945,1
WBGene00003007,1
WBGene00005486,1
WBGene00000617,1
WBGene00001646,1
WBGene00045063,1
WBGene00003586,1
WBGene00005023,1
WBGene00019635,1
WBGene00013860,1
WBGene00000059,1
WBGene00021785,1
WBGene00006638,1
WBGene00013322,1
WBGene00011054,1
WBGene00009455,1
WBGene00011378,1
WBGene00020266,1
WBGene00015022,1
WBGene00001772,1
WBGene00044633,1
WBGene00235153,1
WBGene00003148,1
WBGene00020411,1
WBGene00012073,1
WBGene00015502,1
WBGene00194641,1
WBGene00011697,1
WBGene00009553,1
WBGene00000386,1
WBGene00009499,1
WBGene00020078,1
WBGene00220191,1
WBGene00015033,1
WBGene00002080,1
WBGene00021147,1
WBGene00019487,1
WBGene00012974,1
WBGene00009276,1
WBGene00013293,1
WBGene00235290,1
WBGene00001166,1
WBGene00000554,1
WBGene00002229,1
WBGene00014811,1
WBGene00021351,1
WBGene00018071,1
WBGene00013001,1
WBGene00001016,1
WBGene00000378,1
WBGene00019329,1
WBGene00023411,1
WBGene00012897,1
WBGene00012368,1
WBGene00008589,1
WBGene00044127,1
WBGene00201351,1
WBGene00010700,1
WBGene00012513,1
WBGene00022046,1
WBGene00220211,1
WBGene00010012,1
WBGene00001154,1
WBGene00019011,1
WBGene00016121,1
WBGene00010583,1
WBGene00019932,1
WBGene00002036,1
WBGene00021918,1
WBGene00002254,1
WBGene00008580,1
WBGene00021934,1
WBGene00016494,1
WBGene00022169,1
WBGene00008400,1
WBGene00013696,1
WBGene00003524,1
WBGene00022060,1
WBGene00017175,1
WBGene00012104,1
WBGene00000276,1
WBGene00020629,1
WBGene00021377,1
WBGene00012834,1
WBGene00006387,1
WBGene00021025,1
WBGene00010783,1
WBGene00018328,1
WBGene00007736,1
WBGene00011860,1
WBGene00010152,1
WBGene00008139,1
WBGene00021880,1
WBGene00006874,1
WBGene00198528,1
WBGene00013135,1
WBGene00018963,1
WBGene00006226,1
WBGene00000405,1
WBGene00010810,1
WBGene00003531,1
WBGene00023503,1
WBGene00009314,1
WBGene00001991,1
WBGene00009477,1
WBGene00021000,1
WBGene00043059,1
WBGene00011123,1
WBGene00016632,1
WBGene00012204,1
WBGene00022649,1
WBGene00022598,1
WBGene00009965,1
WBGene00005364,1
WBGene00012709,1
WBGene00003758,1
WBGene00019346,1
WBGene00017829,1
WBGene00165738,1
WBGene00016703,1
WBGene00007090,1
WBGene00012718,1
WBGene00000195,1
WBGene00000789,1
WBGene00000507,1
WBGene00017418,1
WBGene00022754,1
WBGene00168884,1
WBGene00019596,1
WBGene00002023,1
WBGene00219917,1
WBGene00174004,1
WBGene00015996,1
WBGene00019173,1
WBGene00005127,1
WBGene00001859,1
WBGene00195178,1
WBGene00019881,1
WBGene00020951,1
WBGene00010563,1
WBGene00011006,1
WBGene00017267,1
WBGene00022721,1
WBGene00006553,1
WBGene00206470,1
WBGene00016326,1
WBGene00004301,1
WBGene00018271,1
WBGene00017944,1
WBGene00006205,1
WBGene00018239,1
WBGene00011679,1
WBGene00235132,1
WBGene00001373,1
WBGene00006062,1
WBGene00000012,1
WBGene00017399,1
WBGene00008198,1
WBGene00001636,1
WBGene00021842,1
WBGene00007501,1
WBGene00021282,1
WBGene00010447,1
WBGene00007555,1
WBGene00001726,1
WBGene00013498,1
WBGene00001762,1
WBGene00021757,1
WBGene00022623,1
WBGene00168121,1
WBGene00236809,1
WBGene00196645,1
WBGene00007529,1
WBGene00003870,1
WBGene00009443,1
WBGene00016347,1
WBGene00235331,1
WBGene00046715,1
WBGene00045280,1
WBGene00003156,1
WBGene00235386,1
WBGene00017978,1
WBGene00014943,1
WBGene00012617,1
WBGene00194661,1
WBGene00005207,1
WBGene00001062,1
WBGene00197047,1
WBGene00017693,1
WBGene00006104,1
WBGene00003445,1
WBGene00005448,1
WBGene00001106,1
WBGene00015904,1
WBGene00048239,1
WBGene00219351,1
WBGene00005973,1
WBGene00017116,1
WBGene00017619,1
WBGene00006007,1
WBGene00047566,1
WBGene00005052,1
WBGene00077455,1
WBGene00005963,1
WBGene00200153,1
WBGene00005705,1
WBGene00022871,1
WBGene00197690,1
WBGene00195826,1
WBGene00010646,1
WBGene00015637,1
WBGene00000379,1
WBGene00020792,1
WBGene00219437,1
WBGene00006221,1
WBGene00007696,1
WBGene00016818,1
WBGene00021593,1
WBGene00017333,1
WBGene00011886,1
WBGene00019385,1
WBGene00011336,1
WBGene00008403,1
WBGene00012578,1
WBGene00020722,1
WBGene00045076,1
WBGene00012355,1
WBGene00008041,1
WBGene00000215,1
WBGene00045359,1
WBGene00195938,1
WBGene00021726,1
WBGene00002106,1
WBGene00001135,1
WBGene00001609,1
WBGene00174356,1
WBGene00004981,1
WBGene00020697,1
WBGene00010876,1
WBGene00012342,1
WBGene00000060,1
WBGene00018187,1
WBGene00012990,1
WBGene00000093,1
WBGene00220033,1
WBGene00004182,1
WBGene00010512,1
WBGene00010424,1
WBGene00011068,1
WBGene00007382,1
WBGene00009277,1
WBGene00010435,1
WBGene00016173,1
WBGene00019091,1
WBGene00022382,1
WBGene00007588,1
WBGene00001207,1
WBGene00004790,1
WBGene00006433,1
WBGene00022489,1
WBGene00011331,1
WBGene00016905,1
WBGene00016839,1
WBGene00021810,1
WBGene00011114,1
WBGene00003785,1
WBGene00004273,1
WBGene00020449,1
WBGene00015608,1
WBGene00000818,1
WBGene00013019,1
WBGene00009247,1
WBGene00017244,1
WBGene00015811,1
WBGene00171016,1
WBGene00022749,1
WBGene00016636,1
WBGene00045249,1
WBGene00006596,1
WBGene00018152,1
WBGene00002084,1
WBGene00006669,1
WBGene00005451,1
WBGene00086554,1
WBGene00009021,1
WBGene00014140,1
WBGene00011092,1
WBGene00019631,1
WBGene00045455,1
WBGene00020600,1
WBGene00019018,1
WBGene00000268,1
WBGene00017165,1
WBGene00000253,1
WBGene00195056,1
WBGene00021146,1
WBGene00008458,1
WBGene00019749,1
WBGene00021805,1
WBGene00004953,1
WBGene00019650,1
WBGene00013671,1
WBGene00005020,1
WBGene00000730,1
WBGene00020504,1
WBGene00016167,1
WBGene00001330,1
WBGene00017220,1
WBGene00018515,1
WBGene00013738,1
WBGene00001325,1
WBGene00020190,1
WBGene00022663,1
WBGene00012558,1
WBGene00007374,1
WBGene00002957,1
WBGene00007728,1
WBGene00194905,1
WBGene00012595,1
WBGene00014794,1
WBGene00020750,1
WBGene00219304,1
WBGene00015948,1
WBGene00021349,1
WBGene00013434,1
WBGene00009033,1
WBGene00003161,1
WBGene00011634,1
WBGene00022531,1
WBGene00012782,1
WBGene00044402,1
WBGene00009924,1
WBGene00008481,1
WBGene00015862,1
WBGene00008569,1
WBGene00194678,1
WBGene00010780,1
WBGene00016759,1
WBGene00018659,1
WBGene00010248,1
WBGene00007650,1
WBGene00000473,1
WBGene00001424,1
WBGene00000863,1
WBGene00014002,1
WBGene00011280,1
WBGene00012347,1
WBGene00011110,1
WBGene00022759,1
WBGene00021640,1
WBGene00004108,1
WBGene00001831,1
WBGene00008360,1
WBGene00021412,1
WBGene00011578,1
WBGene00013535,1
WBGene00010720,1
WBGene00008413,1
WBGene00017087,1
WBGene00008269,1
WBGene00012758,1
WBGene00007721,1
WBGene00044129,1
WBGene00010814,1
WBGene00044758,1
WBGene00007724,1
WBGene00000121,1
WBGene00001431,1
WBGene00015115,1
WBGene00003458,1
WBGene00017901,1
WBGene00013812,1
WBGene00012131,1
WBGene00002001,1
WBGene00021590,1
WBGene00007140,1
WBGene00235357,1
WBGene00000373,1
WBGene00007966,1
WBGene00000162,1
WBGene00010727,1
WBGene00011564,1
WBGene00006632,1
WBGene00013726,1
WBGene00004430,1
WBGene00016739,1
WBGene00014309,1
WBGene00021844,1
WBGene00045744,1
WBGene00015766,1
WBGene00019422,1
WBGene00004338,1
WBGene00012926,1
WBGene00001401,1
WBGene00022259,1
WBGene00008109,1
WBGene00003640,1
WBGene00007917,1
WBGene00007469,1
WBGene00005725,1
WBGene00009098,1
WBGene00017058,1
WBGene00000846,1
WBGene00021388,1
WBGene00016359,1
WBGene00004085,1
WBGene00013350,1
WBGene00015301,1
WBGene00009975,1
WBGene00007223,1
WBGene00004097,1
WBGene00008783,1
WBGene00021237,1
WBGene00011896,1
WBGene00010132,1
WBGene00020832,1
WBGene00007070,1
WBGene00023502,1
WBGene00002189,1
WBGene00022681,1
WBGene00007556,1
WBGene00008147,1
WBGene00015900,1
WBGene00010109,1
WBGene00013822,1
WBGene00015815,1
WBGene00005150,1
WBGene00009559,1
WBGene00006695,1
WBGene00007080,1
WBGene00018764,1
WBGene00008489,1
WBGene00009369,1
WBGene00011661,1
WBGene00014159,1
WBGene00006514,1
WBGene00000371,1
WBGene00012854,1
WBGene00017858,1
WBGene00014999,1
WBGene00011283,1
WBGene00021704,1
WBGene00013312,1
WBGene00015809,1
WBGene00014672,1
WBGene00021718,1
WBGene00003472,1
WBGene00003961,1
WBGene00003081,1
WBGene00020604,1
WBGene00002199,1
WBGene00047966,1
WBGene00018203,1
WBGene00044745,1
WBGene00004408,1
WBGene00011589,1
WBGene00003892,1
WBGene00002134,1
WBGene00003678,1
WBGene00008349,1
WBGene00012315,1
WBGene00007267,1
WBGene00219609,1
WBGene00012136,1
WBGene00017059,1
WBGene00219292,1
WBGene00013024,1
WBGene00018813,1
WBGene00200711,1
WBGene00011062,1
WBGene00000723,1
WBGene00006712,1
WBGene00044603,1
WBGene00021686,1
WBGene00012868,1
WBGene00017855,1
WBGene00018316,1
WBGene00013336,1
WBGene00001151,1
WBGene00010669,1
WBGene00001945,1
WBGene00001566,1
WBGene00003720,1
WBGene00014994,1
WBGene00009051,1
WBGene00001625,1
WBGene00011116,1
WBGene00043302,1
WBGene00021909,1
WBGene00172625,1
WBGene00011930,1
WBGene00009827,1
WBGene00019988,1
WBGene00219285,1
WBGene00017987,1
WBGene00014209,1
WBGene00010143,1
WBGene00219896,1
WBGene00021958,1
WBGene00003064,1
WBGene00021911,1
WBGene00010212,1
WBGene00019114,1
WBGene00008654,1
WBGene00003721,1
WBGene00001214,1
WBGene00012814,1
WBGene00010295,1
WBGene00012762,1
WBGene00003038,1
WBGene00003890,1
WBGene00012747,1
WBGene00001718,1
WBGene00017795,1
WBGene00017433,1
WBGene00017268,1
WBGene00012786,1
WBGene00020643,1
WBGene00008236,1
WBGene00013146,1
WBGene00005941,1
WBGene00006571,1
WBGene00017559,1
WBGene00011243,1
WBGene00018863,1
WBGene00019823,1
WBGene00002264,1
WBGene00194932,1
WBGene00021531,1
WBGene00023407,1
WBGene00011772,1
WBGene00004349,1
WBGene00000740,1
WBGene00008144,1
WBGene00003716,1
WBGene00021346,1
WBGene00006765,1
WBGene00008417,1
WBGene00010592,1
WBGene00199416,1
WBGene00015266,1
WBGene00023021,1
WBGene00022360,1
WBGene00017474,1
WBGene00016200,1
WBGene00012135,1
WBGene00016645,1
WBGene00019185,1
WBGene00000767,1
WBGene00007135,1
WBGene00018902,1
WBGene00007545,1
WBGene00011805,1
WBGene00000994,1
WBGene00008263,1
WBGene00012823,1
WBGene00005390,1
WBGene00012828,1
WBGene00010243,1
WBGene00000181,1
WBGene00010854,1
WBGene00000660,1
WBGene00008384,1
WBGene00012759,1
WBGene00197761,1
WBGene00198925,1
WBGene00000428,1
WBGene00010184,1
WBGene00012372,1
WBGene00015157,1
WBGene00012912,1
WBGene00004326,1
WBGene00011944,1
WBGene00043996,1
WBGene00019341,1
WBGene00009775,1
WBGene00008663,1
WBGene00014169,1
WBGene00020675,1
WBGene00000636,1
WBGene00021921,1
WBGene00019075,1
WBGene00002038,1
WBGene00017886,1
WBGene00008167,1
WBGene00021662,1
WBGene00001735,1
WBGene00004877,1
WBGene00022527,1
WBGene00018593,1
WBGene00012097,1
WBGene00003795,1
WBGene00194956,1
WBGene00255469,1
WBGene00003368,1
WBGene00007967,1
WBGene00021737,1
WBGene00014915,1
WBGene00011637,1
WBGene00006873,1
WBGene00219743,1
WBGene00018060,1
WBGene00220258,1
WBGene00020589,1
WBGene00006390,1
WBGene00003722,1
WBGene00044227,1
WBGene00010061,1
WBGene00010250,1
WBGene00016837,1
WBGene00000552,1
WBGene00015852,1
WBGene00016261,1
WBGene00017004,1
WBGene00009884,1
