Gene,pvalue
WBGene00015799,1
WBGene00010045,1
WBGene00013364,1
WBGene00006444,1
WBGene00194691,1
WBGene00022300,1
WBGene00000232,1
WBGene00009016,1
WBGene00004345,1
WBGene00017681,1
WBGene00001172,1
WBGene00194788,1
WBGene00021155,1
WBGene00021633,1
WBGene00019713,1
WBGene00016314,1
WBGene00015920,1
WBGene00007823,1
WBGene00000476,1
WBGene00009711,1
WBGene00019824,1
WBGene00014703,1
WBGene00009385,1
WBGene00011300,1
WBGene00011591,1
WBGene00016207,1
WBGene00007744,1
WBGene00008997,1
WBGene00018509,1
WBGene00009523,1
WBGene00044557,1
WBGene00014035,1
WBGene00005331,1
WBGene00006065,1
WBGene00012678,1
WBGene00000659,1
WBGene00020173,1
WBGene00017752,1
WBGene00011859,1
WBGene00001001,1
WBGene00011857,1
WBGene00002138,1
WBGene00007532,1
WBGene00017654,1
WBGene00009851,1
WBGene00009191,1
WBGene00006887,1
WBGene00007756,1
WBGene00019890,1
WBGene00016373,1
WBGene00006852,1
WBGene00045396,1
WBGene00019535,1
WBGene00009473,1
WBGene00012983,1
WBGene00014673,1
WBGene00022419,1
WBGene00001699,1
WBGene00007981,1
WBGene00019356,1
WBGene00020363,1
WBGene00015997,1
WBGene00021765,1
WBGene00022683,1
WBGene00010831,1
WBGene00022566,1
WBGene00015627,1
WBGene00010540,1
WBGene00016848,1
WBGene00009876,1
WBGene00002113,1
WBGene00000417,1
WBGene00013555,1
WBGene00020358,1
WBGene00010902,1
WBGene00018294,1
WBGene00016181,1
WBGene00045339,1
WBGene00022542,1
WBGene00013598,1
WBGene00005339,1
WBGene00011253,1
WBGene00009619,1
WBGene00018598,1
WBGene00018310,1
WBGene00001890,1
WBGene00003558,1
WBGene00194853,1
WBGene00003624,1
WBGene00200418,1
WBGene00003085,1
WBGene00015930,1
WBGene00206372,1
WBGene00003022,1
WBGene00007278,1
WBGene00000193,1
WBGene00044640,1
WBGene00000062,1
WBGene00018091,1
WBGene00004680,1
WBGene00000257,1
WBGene00005672,1
WBGene00012820,1
WBGene00005524,1
WBGene00007974,1
WBGene00013366,1
WBGene00017397,1
WBGene00011605,1
WBGene00021899,1
WBGene00020129,1
WBGene00020423,1
WBGene00016642,1
WBGene00009842,1
WBGene00044774,1
WBGene00020391,1
WBGene00014028,1
WBGene00008644,1
WBGene00006783,1
WBGene00008748,1
WBGene00000531,1
WBGene00195184,1
WBGene00000216,1
WBGene00004788,1
WBGene00005999,1
WBGene00196376,1
WBGene00008420,1
WBGene00005353,1
WBGene00044545,1
WBGene00013776,1
WBGene00008576,1
WBGene00013326,1
WBGene00006365,1
WBGene00003230,1
WBGene00002176,1
WBGene00201153,1
WBGene00005060,1
WBGene00007549,1
WBGene00012769,1
WBGene00004904,1
WBGene00000001,1
WBGene00016858,1
WBGene00003412,1
WBGene00005273,1
WBGene00020884,1
WBGene00199963,1
WBGene00011411,1
WBGene00022662,1
WBGene00197385,1
WBGene00006720,1
WBGene00020565,1
WBGene00220007,1
WBGene00013337,1
WBGene00202483,1
WBGene00004197,1
WBGene00017511,1
WBGene00000151,1
WBGene00017065,1
WBGene00168049,1
WBGene00021353,1
WBGene00000295,1
WBGene00008591,1
WBGene00219625,1
WBGene00022454,1
WBGene00008310,1
WBGene00000884,1
WBGene00009030,1
WBGene00020251,1
WBGene00004829,1
WBGene00016194,1
WBGene00020200,1
WBGene00007198,1
WBGene00009509,1
WBGene00022851,1
WBGene00011534,1
WBGene00021363,1
WBGene00044433,1
WBGene00044487,1
WBGene00020568,1
WBGene00000205,1
WBGene00001058,1
WBGene00014764,1
WBGene00008922,1
WBGene00020861,1
WBGene00019074,1
WBGene00013016,1
WBGene00012697,1
WBGene00044082,1
WBGene00219241,1
WBGene00003591,1
WBGene00007978,1
WBGene00006224,1
WBGene00013811,1
WBGene00003878,1
WBGene00006742,1
WBGene00019365,1
WBGene00012555,1
WBGene00010499,1
WBGene00009948,1
WBGene00012195,1
WBGene00009979,1
WBGene00017746,1
WBGene00017069,1
WBGene00000932,1
WBGene00006822,1
WBGene00220020,1
WBGene00016605,1
WBGene00010779,1
WBGene00020050,1
WBGene00011232,1
WBGene00022095,1
WBGene00000070,1
WBGene00013510,1
WBGene00022351,1
WBGene00009633,1
WBGene00018545,1
WBGene00014454,1
WBGene00005375,1
WBGene00010218,1
WBGene00049674,1
WBGene00000983,1
WBGene00008865,1
WBGene00023424,1
WBGene00000591,1
WBGene00219305,1
WBGene00013728,1
WBGene00021681,1
WBGene00235158,1
WBGene00002042,1
WBGene00019769,1
WBGene00006114,1
WBGene00010479,1
WBGene00017236,1
WBGene00022194,1
WBGene00003690,1
WBGene00015125,1
WBGene00009691,1
WBGene00017273,1
WBGene00012119,1
WBGene00004111,1
WBGene00012666,1
WBGene00012703,1
WBGene00016490,1
WBGene00006069,1
WBGene00044388,1
WBGene00001593,1
WBGene00015293,1
WBGene00005370,1
WBGene00019611,1
WBGene00013575,1
WBGene00002137,1
WBGene00008402,1
WBGene00022493,1
WBGene00004255,1
WBGene00220062,1
WBGene00007536,1
WBGene00010723,1
WBGene00000092,1
WBGene00016072,1
WBGene00013418,1
WBGene00022507,1
WBGene00004030,1
WBGene00009931,1
WBGene00015939,1
WBGene00014244,1
WBGene00011996,1
WBGene00004415,1
WBGene00006490,1
WBGene00220259,1
WBGene00011985,1
WBGene00077782,1
WBGene00018976,1
WBGene00202030,1
WBGene00018315,1
WBGene00008083,1
WBGene00002216,1
WBGene00001975,1
WBGene00014666,1
WBGene00019607,1
WBGene00003209,1
WBGene00021019,1
WBGene00017371,1
WBGene00009319,1
WBGene00015116,1
WBGene00019482,1
WBGene00019388,1
WBGene00000203,1
WBGene00014204,1
WBGene00015037,1
WBGene00000963,1
WBGene00000742,1
WBGene00004959,1
WBGene00019004,1
WBGene00020093,1
WBGene00017316,1
WBGene00013719,1
WBGene00020196,1
WBGene00015225,1
WBGene00016550,1
WBGene00010998,1
WBGene00011248,1
WBGene00003478,1
WBGene00009250,1
WBGene00006524,1
WBGene00043279,1
WBGene00195228,1
WBGene00014083,1
WBGene00006626,1
WBGene00021635,1
WBGene00016675,1
WBGene00016792,1
WBGene00000296,1
WBGene00007635,1
WBGene00015929,1
WBGene00017850,1
WBGene00017571,1
WBGene00009100,1
WBGene00001557,1
WBGene00005082,1
WBGene00019980,1
WBGene00044720,1
WBGene00195032,1
WBGene00020414,1
WBGene00017381,1
WBGene00019995,1
WBGene00003903,1
WBGene00008313,1
WBGene00020730,1
WBGene00008885,1
WBGene00022172,1
WBGene00021981,1
WBGene00020582,1
WBGene00206496,1
WBGene00014148,1
WBGene00006627,1
WBGene00020490,1
WBGene00000207,1
WBGene00011813,1
WBGene00003235,1
WBGene00219979,1
WBGene00021458,1
WBGene00006691,1
WBGene00019492,1
WBGene00009289,1
WBGene00022019,1
WBGene00010440,1
WBGene00009864,1
WBGene00012528,1
WBGene00002005,1
WBGene00012459,1
WBGene00016674,1
WBGene00008737,1
WBGene00019007,1
WBGene00003732,1
WBGene00003681,1
WBGene00010794,1
WBGene00000627,1
WBGene00011324,1
WBGene00220008,1
WBGene00006882,1
WBGene00044539,1
WBGene00012122,1
WBGene00008568,1
WBGene00017763,1
WBGene00005189,1
WBGene00009169,1
WBGene00019023,1
WBGene00009916,1
WBGene00019698,1
WBGene00014158,1
WBGene00004282,1
WBGene00017038,1
WBGene00021739,1
WBGene00007099,1
WBGene00021333,1
WBGene00021354,1
WBGene00017384,1
WBGene00020572,1
WBGene00000229,1
WBGene00001682,1
WBGene00005598,1
WBGene00007277,1
WBGene00002074,1
WBGene00019488,1
WBGene00044166,1
WBGene00017157,1
WBGene00009493,1
WBGene00000069,1
WBGene00001167,1
WBGene00015380,1
WBGene00018945,1
WBGene00007845,1
WBGene00000242,1
WBGene00014734,1
WBGene00022153,1
WBGene00017245,1
WBGene00004789,1
WBGene00206419,1
WBGene00019048,1
WBGene00018156,1
WBGene00003674,1
WBGene00202395,1
WBGene00018501,1
WBGene00013482,1
WBGene00007877,1
WBGene00007196,1
WBGene00018341,1
WBGene00016702,1
WBGene00019484,1
WBGene00004729,1
WBGene00022712,1
WBGene00021812,1
WBGene00009262,1
WBGene00009269,1
WBGene00001669,1
WBGene00011532,1
WBGene00003840,1
WBGene00007270,1
WBGene00013020,1
WBGene00020397,1
WBGene00016190,1
WBGene00010655,1
WBGene00000413,1
WBGene00020930,1
WBGene00002879,1
WBGene00022581,1
WBGene00003738,1
WBGene00016922,1
WBGene00021539,1
WBGene00020082,1
WBGene00001116,1
WBGene00017878,1
WBGene00008455,1
WBGene00009011,1
WBGene00017108,1
WBGene00009322,1
WBGene00012527,1
WBGene00002000,1
WBGene00018293,1
WBGene00015561,1
WBGene00006770,1
WBGene00021281,1
WBGene00004931,1
WBGene00009524,1
WBGene00045013,1
WBGene00019293,1
WBGene00001259,1
WBGene00004926,1
WBGene00009946,1
WBGene00008686,1
WBGene00009647,1
WBGene00044003,1
WBGene00012179,1
WBGene00011529,1
WBGene00020957,1
WBGene00016820,1
WBGene00004112,1
WBGene00004199,1
WBGene00017787,1
WBGene00007274,1
WBGene00019008,1
WBGene00009664,1
WBGene00007740,1
WBGene00016335,1
WBGene00007699,1
WBGene00002044,1
WBGene00219831,1
WBGene00014101,1
WBGene00003037,1
WBGene00020462,1
WBGene00006825,1
WBGene00022295,1
WBGene00022594,1
WBGene00195186,1
WBGene00014121,1
WBGene00022272,1
WBGene00219770,1
WBGene00020027,1
WBGene00021486,1
WBGene00013296,1
WBGene00000282,1
WBGene00012002,1
WBGene00020728,1
WBGene00019287,1
WBGene00008302,1
WBGene00012969,1
WBGene00001710,1
WBGene00001638,1
WBGene00021261,1
WBGene00016114,1
WBGene00018332,1
WBGene00010670,1
WBGene00001853,1
WBGene00008425,1
WBGene00015947,1
WBGene00021661,1
WBGene00011266,1
WBGene00005086,1
WBGene00017597,1
WBGene00008077,1
WBGene00007409,1
WBGene00011974,1
WBGene00003114,1
WBGene00019972,1
WBGene00011250,1
WBGene00006649,1
WBGene00021919,1
WBGene00010628,1
WBGene00015456,1
WBGene00018015,1
WBGene00044144,1
WBGene00000239,1
WBGene00023418,1
WBGene00009522,1
WBGene00016893,1
WBGene00007516,1
WBGene00016555,1
WBGene00004346,1
WBGene00015925,1
WBGene00020721,1
WBGene00020368,1
WBGene00001947,1
WBGene00004965,1
WBGene00009044,1
WBGene00021846,1
WBGene00001209,1
WBGene00007050,1
WBGene00015729,1
WBGene00010356,1
WBGene00000444,1
WBGene00021900,1
WBGene00004859,1
WBGene00004973,1
WBGene00044912,1
WBGene00007244,1
WBGene00006441,1
WBGene00022178,1
WBGene00015982,1
WBGene00012357,1
WBGene00001616,1
WBGene00013458,1
WBGene00019176,1
WBGene00004719,1
WBGene00013303,1
WBGene00020297,1
WBGene00007025,1
WBGene00007065,1
WBGene00017005,1
WBGene00017168,1
WBGene00002185,1
WBGene00010433,1
WBGene00010651,1
WBGene00012525,1
WBGene00001452,1
WBGene00018585,1
WBGene00020324,1
WBGene00020918,1
WBGene00012221,1
WBGene00016107,1
WBGene00019384,1
WBGene00010488,1
WBGene00004088,1
WBGene00001998,1
WBGene00013079,1
WBGene00004172,1
WBGene00000743,1
WBGene00017054,1
WBGene00016844,1
WBGene00013711,1
WBGene00005759,1
WBGene00001601,1
WBGene00009093,1
WBGene00236786,1
WBGene00012457,1
WBGene00016161,1
WBGene00000063,1
WBGene00015633,1
WBGene00010605,1
WBGene00044559,1
WBGene00018798,1
WBGene00009368,1
WBGene00000380,1
WBGene00010096,1
WBGene00013258,1
WBGene00019015,1
WBGene00009774,1
WBGene00044468,1
WBGene00015698,1
WBGene00020798,1
WBGene00002047,1
WBGene00016211,1
WBGene00020990,1
WBGene00000637,1
WBGene00010574,1
WBGene00045261,1
WBGene00006790,1
WBGene00006055,1
WBGene00017250,1
WBGene00008308,1
WBGene00021691,1
WBGene00018100,1
WBGene00016666,1
WBGene00044940,1
WBGene00011687,1
WBGene00001840,1
WBGene00013594,1
WBGene00015954,1
WBGene00020978,1
WBGene00016420,1
WBGene00198512,1
WBGene00013039,1
WBGene00007254,1
WBGene00004442,1
WBGene00017042,1
WBGene00008878,1
WBGene00009882,1
WBGene00007202,1
WBGene00021084,1
WBGene00021535,1
WBGene00012761,1
WBGene00020968,1
WBGene00009271,1
WBGene00235119,1
WBGene00016575,1
WBGene00022366,1
WBGene00011922,1
WBGene00015556,1
WBGene00008228,1
WBGene00006986,1
WBGene00004439,1
WBGene00006757,1
WBGene00018033,1
WBGene00022460,1
WBGene00007069,1
WBGene00003079,1
WBGene00009490,1
WBGene00016566,1
WBGene00000820,1
WBGene00022890,1
WBGene00004831,1
WBGene00001978,1
WBGene00012914,1
WBGene00018209,1
WBGene00013479,1
WBGene00000009,1
WBGene00000502,1
WBGene00219218,1
WBGene00009278,1
WBGene00021855,1
WBGene00044693,1
WBGene00017164,1
WBGene00000100,1
WBGene00008735,1
WBGene00006567,1
WBGene00004846,1
WBGene00011013,1
WBGene00011826,1
WBGene00008902,1
WBGene00021212,1
WBGene00023472,1
WBGene00013707,1
WBGene00001988,1
WBGene00019647,1
WBGene00000514,1
WBGene00010282,1
WBGene00009459,1
WBGene00019477,1
WBGene00012289,1
WBGene00007376,1
WBGene00021903,1
WBGene00016768,1
WBGene00009504,1
WBGene00009145,1
WBGene00003225,1
WBGene00009139,1
WBGene00021392,1
WBGene00003939,1
WBGene00021834,1
WBGene00011709,1
WBGene00005366,1
WBGene00007965,1
WBGene00014132,1
WBGene00016255,1
WBGene00016005,1
WBGene00007114,1
WBGene00010692,1
WBGene00010188,1
WBGene00009082,1
WBGene00045308,1
WBGene00007221,1
WBGene00016705,1
WBGene00008996,1
WBGene00004324,1
WBGene00021553,1
WBGene00000155,1
WBGene00004237,1
WBGene00195175,1
WBGene00003340,1
WBGene00044053,1
WBGene00004944,1
WBGene00016505,1
WBGene00017715,1
WBGene00020843,1
WBGene00012888,1
WBGene00006465,1
WBGene00044895,1
WBGene00005843,1
WBGene00007028,1
WBGene00003010,1
WBGene00013295,1
WBGene00001303,1
WBGene00000455,1
WBGene00019324,1
WBGene00016037,1
WBGene00017367,1
WBGene00018664,1
WBGene00018582,1
WBGene00022140,1
WBGene00021524,1
WBGene00000942,1
WBGene00016591,1
WBGene00005935,1
WBGene00008659,1
WBGene00022358,1
WBGene00004443,1
WBGene00007398,1
WBGene00003477,1
WBGene00017671,1
WBGene00007801,1
WBGene00016448,1
WBGene00014177,1
WBGene00016907,1
WBGene00004773,1
WBGene00009994,1
WBGene00012018,1
WBGene00012911,1
WBGene00020806,1
WBGene00185006,1
WBGene00009959,1
WBGene00015006,1
WBGene00219585,1
WBGene00020699,1
WBGene00018149,1
WBGene00022639,1
WBGene00000458,1
WBGene00003779,1
WBGene00019691,1
WBGene00000474,1
WBGene00010975,1
WBGene00021848,1
WBGene00011892,1
WBGene00235341,1
WBGene00012997,1
WBGene00077696,1
WBGene00022175,1
WBGene00020997,1
WBGene00015348,1
WBGene00008259,1
WBGene00009135,1
WBGene00008662,1
WBGene00007821,1
WBGene00003391,1
WBGene00021960,1
WBGene00014051,1
WBGene00003918,1
WBGene00000377,1
WBGene00015784,1
WBGene00014141,1
WBGene00015461,1
WBGene00021149,1
WBGene00018231,1
WBGene00010370,1
WBGene00003772,1
WBGene00004756,1
WBGene00018241,1
WBGene00010671,1
WBGene00002163,1
WBGene00015193,1
WBGene00020888,1
WBGene00007063,1
WBGene00001629,1
WBGene00001561,1
WBGene00020060,1
WBGene00004909,1
WBGene00044475,1
WBGene00045311,1
WBGene00021322,1
WBGene00001041,1
WBGene00015532,1
WBGene00012801,1
WBGene00017297,1
WBGene00011563,1
WBGene00008233,1
WBGene00000522,1
WBGene00007557,1
WBGene00006498,1
WBGene00021862,1
WBGene00021416,1
WBGene00007604,1
WBGene00018284,1
WBGene00020328,1
WBGene00020553,1
WBGene00019914,1
WBGene00012378,1
WBGene00173683,1
WBGene00018630,1
WBGene00021538,1
WBGene00012826,1
WBGene00016773,1
WBGene00004125,1
WBGene00008810,1
WBGene00018268,1
WBGene00017133,1
WBGene00017647,1
WBGene00194705,1
WBGene00009644,1
WBGene00013232,1
WBGene00011404,1
WBGene00006983,1
WBGene00016594,1
WBGene00021954,1
WBGene00007067,1
WBGene00020216,1
WBGene00000996,1
WBGene00009972,1
WBGene00219908,1
WBGene00022464,1
WBGene00022778,1
WBGene00015796,1
WBGene00020895,1
WBGene00020808,1
WBGene00044305,1
WBGene00020245,1
WBGene00002232,1
WBGene00017727,1
WBGene00015477,1
WBGene00015446,1
WBGene00220054,1
WBGene00016344,1
WBGene00012971,1
WBGene00003619,1
WBGene00003162,1
WBGene00000833,1
WBGene00021534,1
WBGene00001778,1
WBGene00009453,1
WBGene00006713,1
WBGene00000192,1
WBGene00021948,1
WBGene00045392,1
WBGene00219667,1
WBGene00020301,1
WBGene00008927,1
WBGene00012795,1
WBGene00019754,1
WBGene00014986,1
WBGene00044579,1
WBGene00010579,1
WBGene00011088,1
WBGene00022281,1
WBGene00010254,1
WBGene00011367,1
WBGene00008528,1
WBGene00235304,1
WBGene00013300,1
WBGene00011970,1
WBGene00206476,1
WBGene00018410,1
WBGene00012627,1
WBGene00001979,1
WBGene00015972,1
WBGene00015299,1
WBGene00017084,1
WBGene00017938,1
WBGene00016909,1
WBGene00003618,1
WBGene00018481,1
WBGene00020218,1
WBGene00006647,1
WBGene00013349,1
WBGene00011520,1
WBGene00013700,1
WBGene00045414,1
WBGene00013610,1
WBGene00011638,1
WBGene00019465,1
WBGene00015912,1
WBGene00023252,1
WBGene00044301,1
WBGene00008169,1
WBGene00016468,1
WBGene00017272,1
WBGene00010560,1
WBGene00008890,1
WBGene00044540,1
WBGene00011630,1
WBGene00012241,1
WBGene00016469,1
WBGene00010030,1
WBGene00020496,1
WBGene00021816,1
WBGene00011319,1
WBGene00008541,1
WBGene00013786,1
WBGene00015142,1
WBGene00018845,1
WBGene00195213,1
WBGene00019119,1
WBGene00004130,1
WBGene00043982,1
WBGene00219726,1
WBGene00007467,1
WBGene00007639,1
WBGene00001358,1
WBGene00017009,1
WBGene00013070,1
WBGene00044257,1
WBGene00017239,1
WBGene00003411,1
WBGene00194664,1
WBGene00018579,1
WBGene00009061,1
WBGene00008502,1
WBGene00013313,1
WBGene00014230,1
WBGene00044352,1
WBGene00000170,1
WBGene00009291,1
WBGene00017769,1
WBGene00015184,1
WBGene00003745,1
WBGene00007789,1
WBGene00003748,1
WBGene00017990,1
WBGene00022054,1
WBGene00020070,1
WBGene00044219,1
WBGene00003585,1
WBGene00011155,1
WBGene00219376,1
WBGene00194793,1
WBGene00007939,1
WBGene00013165,1
WBGene00000614,1
WBGene00004334,1
WBGene00022277,1
WBGene00022647,1
WBGene00019987,1
WBGene00001722,1
WBGene00021646,1
WBGene00012364,1
WBGene00021647,1
WBGene00022434,1
WBGene00022110,1
WBGene00006964,1
WBGene00022346,1
WBGene00020167,1
WBGene00004283,1
WBGene00017136,1
WBGene00001971,1
WBGene00001498,1
WBGene00019462,1
WBGene00022652,1
WBGene00010308,1
WBGene00017674,1
WBGene00017078,1
WBGene00015038,1
WBGene00007402,1
WBGene00009227,1
WBGene00016074,1
WBGene00022539,1
WBGene00016440,1
WBGene00018426,1
WBGene00194894,1
WBGene00008555,1
WBGene00044638,1
WBGene00008114,1
WBGene00002247,1
WBGene00006381,1
WBGene00008816,1
WBGene00005680,1
WBGene00009920,1
WBGene00007579,1
WBGene00010882,1
WBGene00019218,1
WBGene00044924,1
WBGene00019760,1
WBGene00000140,1
WBGene00012169,1
WBGene00000985,1
WBGene00011492,1
WBGene00001336,1
WBGene00015868,1
WBGene00022650,1
WBGene00004996,1
WBGene00011795,1
WBGene00018077,1
WBGene00014914,1
WBGene00009446,1
WBGene00007476,1
WBGene00020729,1
WBGene00019893,1
WBGene00022601,1
WBGene00020657,1
WBGene00013548,1
WBGene00017749,1
WBGene00001946,1
WBGene00017331,1
WBGene00015814,1
WBGene00021096,1
WBGene00219795,1
WBGene00016449,1
WBGene00007448,1
WBGene00194934,1
WBGene00206423,1
WBGene00077701,1
WBGene00009246,1
WBGene00022825,1
WBGene00003370,1
WBGene00194981,1
WBGene00000523,1
WBGene00044509,1
WBGene00014153,1
WBGene00006526,1
WBGene00021011,1
WBGene00019787,1
WBGene00015486,1
WBGene00009942,1
WBGene00015235,1
WBGene00003931,1
WBGene00000585,1
WBGene00018407,1
WBGene00010873,1
WBGene00017193,1
WBGene00007900,1
WBGene00010569,1
WBGene00003056,1
WBGene00194650,1
WBGene00009304,1
WBGene00001389,1
WBGene00008664,1
WBGene00014060,1
WBGene00219615,1
WBGene00012390,1
WBGene00235319,1
WBGene00010408,1
WBGene00235387,1
WBGene00014039,1
WBGene00011870,1
WBGene00044322,1
WBGene00006662,1
WBGene00007606,1
WBGene00018173,1
WBGene00000550,1
WBGene00004428,1
WBGene00017127,1
WBGene00009922,1
WBGene00015327,1
WBGene00019929,1
WBGene00015632,1
WBGene00010157,1
WBGene00008365,1
WBGene00004449,1
WBGene00010623,1
WBGene00015829,1
WBGene00017177,1
WBGene00019511,1
WBGene00017648,1
WBGene00006064,1
WBGene00018391,1
WBGene00001517,1
WBGene00006038,1
WBGene00012395,1
WBGene00013011,1
WBGene00021430,1
WBGene00019512,1
WBGene00004178,1
WBGene00022313,1
WBGene00012975,1
WBGene00007749,1
WBGene00009190,1
WBGene00017461,1
WBGene00007855,1
WBGene00015029,1
WBGene00012445,1
WBGene00000447,1
WBGene00008246,1
WBGene00022762,1
WBGene00012137,1
WBGene00195190,1
WBGene00009883,1
WBGene00006747,1
WBGene00014174,1
WBGene00003248,1
WBGene00018587,1
WBGene00007358,1
WBGene00017520,1
WBGene00020382,1
WBGene00008803,1
WBGene00021049,1
WBGene00016193,1
WBGene00006614,1
WBGene00086568,1
WBGene00001552,1
WBGene00235354,1
WBGene00008047,1
WBGene00002299,1
WBGene00019304,1
WBGene00007378,1
WBGene00044944,1
WBGene00004016,1
WBGene00019809,1
WBGene00015680,1
WBGene00194855,1
WBGene00003549,1
WBGene00003617,1
WBGene00013828,1
WBGene00013167,1
WBGene00007434,1
WBGene00044298,1
WBGene00011960,1
WBGene00003371,1
WBGene00000177,1
WBGene00003232,1
WBGene00012494,1
WBGene00009222,1
WBGene00000463,1
WBGene00021883,1
WBGene00011967,1
WBGene00001242,1
WBGene00018345,1
WBGene00045509,1
WBGene00017011,1
WBGene00000277,1
WBGene00016552,1
WBGene00013957,1
WBGene00009819,1
WBGene00017243,1
WBGene00007531,1
WBGene00185002,1
WBGene00021080,1
WBGene00009189,1
WBGene00015648,1
WBGene00015763,1
WBGene00010115,1
WBGene00000933,1
WBGene00013905,1
WBGene00013419,1
WBGene00006735,1
WBGene00001332,1
WBGene00009943,1
WBGene00045340,1
WBGene00003891,1
WBGene00009799,1
WBGene00044021,1
WBGene00045458,1
WBGene00019061,1
WBGene00012804,1
WBGene00018036,1
WBGene00018137,1
WBGene00005833,1
WBGene00002276,1
WBGene00004779,1
WBGene00001000,1
WBGene00000224,1
WBGene00012344,1
WBGene00017299,1
WBGene00013729,1
WBGene00013866,1
WBGene00017852,1
WBGene00021935,1
WBGene00019768,1
WBGene00021158,1
WBGene00010019,1
WBGene00020822,1
WBGene00017910,1
WBGene00012030,1
WBGene00003906,1
WBGene00219267,1
WBGene00011168,1
WBGene00011328,1
WBGene00012656,1
WBGene00012821,1
WBGene00012592,1
WBGene00012858,1
WBGene00018230,1
WBGene00009248,1
WBGene00019652,1
WBGene00004184,1
WBGene00050920,1
WBGene00007633,1
WBGene00003442,1
WBGene00010484,1
WBGene00011225,1
WBGene00018065,1
WBGene00019589,1
WBGene00010469,1
WBGene00020588,1
WBGene00044354,1
WBGene00000411,1
WBGene00018213,1
WBGene00008197,1
WBGene00000433,1
WBGene00010705,1
WBGene00001671,1
WBGene00007743,1
WBGene00010097,1
WBGene00021312,1
WBGene00007111,1
WBGene00004268,1
WBGene00198653,1
WBGene00001121,1
WBGene00010161,1
WBGene00197715,1
WBGene00012439,1
WBGene00195086,1
WBGene00003783,1
WBGene00002068,1
WBGene00003508,1
WBGene00004889,1
WBGene00015221,1
WBGene00015168,1
WBGene00009005,1
WBGene00003827,1
WBGene00000079,1
WBGene00002116,1
WBGene00018852,1
WBGene00007414,1
WBGene00007302,1
WBGene00004384,1
WBGene00017278,1
WBGene00020460,1
WBGene00007607,1
WBGene00005845,1
WBGene00019327,1
WBGene00012785,1
WBGene00003463,1
WBGene00006943,1
WBGene00023421,1
WBGene00023065,1
WBGene00003130,1
WBGene00011348,1
WBGene00001450,1
WBGene00011553,1
WBGene00021159,1
WBGene00000244,1
WBGene00008597,1
WBGene00005036,1
WBGene00019527,1
WBGene00001393,1
WBGene00022506,1
WBGene00000674,1
WBGene00001478,1
WBGene00007603,1
WBGene00002191,1
WBGene00001539,1
WBGene00022471,1
WBGene00016215,1
WBGene00011814,1
WBGene00013756,1
WBGene00013128,1
WBGene00013752,1
WBGene00200459,1
WBGene00008504,1
WBGene00011828,1
WBGene00006739,1
WBGene00013202,1
WBGene00021549,1
WBGene00016541,1
WBGene00018792,1
WBGene00019100,1
WBGene00010795,1
WBGene00007690,1
WBGene00003047,1
WBGene00001412,1
WBGene00044925,1
WBGene00003719,1
WBGene00000801,1
WBGene00012084,1
WBGene00012734,1
WBGene00013814,1
WBGene00018581,1
WBGene00002132,1
WBGene00013746,1
WBGene00022469,1
WBGene00016924,1
WBGene00003003,1
WBGene00013779,1
WBGene00006784,1
WBGene00020473,1
WBGene00014058,1
WBGene00194642,1
WBGene00018362,1
WBGene00021448,1
WBGene00010114,1
WBGene00010644,1
WBGene00003058,1
WBGene00003402,1
WBGene00006982,1
WBGene00006795,1
WBGene00016809,1
WBGene00019353,1
WBGene00015245,1
WBGene00013881,1
WBGene00020168,1
WBGene00004744,1
WBGene00018408,1
WBGene00045130,1
WBGene00017921,1
WBGene00016232,1
WBGene00017620,1
WBGene00003699,1
WBGene00000584,1
WBGene00012784,1
WBGene00011646,1
WBGene00014215,1
WBGene00016696,1
WBGene00019047,1
WBGene00009054,1
WBGene00001732,1
WBGene00001784,1
WBGene00023464,1
WBGene00007792,1
WBGene00009977,1
WBGene00016165,1
WBGene00013775,1
WBGene00013139,1
WBGene00013549,1
WBGene00003464,1
WBGene00220048,1
WBGene00013465,1
WBGene00019614,1
WBGene00012967,1
WBGene00021060,1
WBGene00008505,1
WBGene00010227,1
WBGene00009188,1
WBGene00001686,1
WBGene00006963,1
WBGene00189948,1
WBGene00006787,1
WBGene00009163,1
WBGene00000736,1
WBGene00008967,1
WBGene00010481,1
WBGene00018489,1
WBGene00021626,1
WBGene00007632,1
WBGene00010095,1
WBGene00015517,1
WBGene00011173,1
WBGene00006163,1
WBGene00044310,1
WBGene00022836,1
WBGene00001328,1
WBGene00012845,1
WBGene00018373,1
WBGene00013708,1
WBGene00022073,1
WBGene00011953,1
WBGene00008916,1
WBGene00013997,1
WBGene00007615,1
WBGene00014066,1
WBGene00020950,1
WBGene00194651,1
WBGene00012929,1
WBGene00022134,1
WBGene00022462,1
WBGene00002065,1
WBGene00010518,1
WBGene00014225,1
WBGene00219547,1
WBGene00048441,1
WBGene00007595,1
WBGene00006525,1
WBGene00006762,1
WBGene00016630,1
WBGene00006408,1
WBGene00012768,1
WBGene00007605,1
WBGene00003798,1
WBGene00022250,1
WBGene00016381,1
WBGene00017442,1
WBGene00000561,1
WBGene00021799,1
WBGene00007911,1
WBGene00020400,1
WBGene00019986,1
WBGene00018590,1
WBGene00017288,1
WBGene00045305,1
WBGene00004106,1
WBGene00003158,1
WBGene00016313,1
WBGene00001249,1
WBGene00007326,1
WBGene00010869,1
WBGene00011908,1
