"","logFC","logCPM","LR","PValue","FDR"
"WBGene00015883",-2.18517930886069,-2.37188043443201,29.6893710182445,5.07121170173076e-08,1.75727114347949e-06
"WBGene00005272",-2.18483722844622,-3.67363604294794,4.25206780638705,0.0392025695786502,0.15844830093246
"WBGene00000725",-2.18119370003099,4.91631921619223,15.6526060833587,7.61076305453816e-05,0.00123062397293551
"WBGene00019311",-2.17916017606364,2.073126838504,36.6236521658914,1.43282612724764e-09,6.11912874156072e-08
"WBGene00018393",-2.17877675858926,8.9714851202574,54.3892603797703,1.64459218100005e-13,1.11991818295713e-11
"WBGene00019784",2.17182682294704,-3.57217924687949,5.39764829849224,0.0201639036201189,0.0984460248975845
"WBGene00020276",2.17047031812414,0.533719009853299,53.7889978586172,2.2321922092375e-13,1.50943665536449e-11
"WBGene00007454",2.16901790730286,0.100071953840622,72.6114270343921,1.57862370452322e-17,1.3985379906577e-15
"WBGene00012686",-2.16547597188575,2.91964026233986,143.29609125237,5.06398518617879e-33,9.69416744556954e-31
"WBGene00008207",2.16470587920429,0.830974971309728,26.8638652645382,2.18302533034631e-07,6.79094527479889e-06
"WBGene00019917",-2.1632698867902,0.558281790648803,40.3827778568929,2.08773312834114e-10,1.00796639132872e-08
"WBGene00044644",2.16252958073614,6.59336981254547,79.1105812928297,5.87289374801947e-19,5.68093520678562e-17
"WBGene00020587",-2.15874018067523,3.41438755889006,51.9744789762265,5.62267026892554e-13,3.59805192454837e-11
"WBGene00018052",-2.1585578788416,0.812956534746841,40.581819937655,1.88552841919778e-10,9.20077370330468e-09
"WBGene00047162",-2.15782795985038,-3.17255225858537,8.92037405774753,0.00282006746639178,0.0225531250051052
